#! FIELDS time dist wtm.bias wtm.acc wtm.pace
 0.000000 0.959812 0.000000 1.000000 500.000000
 1.000000 0.883868 0.000000 1.000000 500.000000
 2.000000 0.939090 0.022107 1.139683 500.000000
 3.000000 0.925371 0.904726 1.247652 500.000000
 4.000000 0.923585 1.787689 1.416263 500.000000
 5.000000 0.911328 2.176991 1.613046 1000.000000
 6.000000 0.988273 0.059480 1.803632 1000.000000
 7.000000 0.908721 2.854292 1.853216 1000.000000
 8.000000 0.879950 1.375063 2.010816 1000.000000
 9.000000 0.974261 1.075748 2.093766 1000.000000
 10.000000 0.950512 1.890661 2.046465 1000.000000
 11.000000 0.950127 2.744884 2.207133 1000.000000
 12.000000 0.945494 3.059543 2.207136 1000.000000
 13.000000 0.892575 2.732203 2.349090 1000.000000
 14.000000 0.918057 3.877436 2.373335 1000.000000
 15.000000 0.877760 2.231848 2.437726 1000.000000
 16.000000 0.945871 4.028446 2.578865 1500.000000
 17.000000 0.936552 5.249170 2.779252 1500.000000
 18.000000 0.851974 0.620677 2.791541 1500.000000
 19.000000 0.905874 3.930979 2.831887 1500.000000
 20.000000 0.867688 2.266911 2.846657 1500.000000
 21.000000 0.993839 1.140624 2.911424 1500.000000
 22.000000 0.949319 4.456256 2.902476 1500.000000
 23.000000 0.937465 5.234793 3.112762 1500.000000
 24.000000 0.923309 5.114461 3.247344 1500.000000
 25.000000 0.964292 3.184779 3.350369 1500.000000
 26.000000 0.947002 4.952449 3.415516 1500.000000
 27.000000 0.866365 2.223345 3.528559 2000.000000
 28.000000 0.903365 4.268290 3.554502 2000.000000
 29.000000 0.911756 5.527071 3.647230 2000.000000
 30.000000 0.879287 3.712833 3.829926 2000.000000
 31.000000 0.943740 5.344336 3.936181 2000.000000
 32.000000 0.955771 4.031639 3.949700 2000.000000
 33.000000 0.996773 1.998569 3.980884 2000.000000
 34.000000 0.994976 2.087479 3.932126 2000.000000
 35.000000 0.958503 4.399518 3.983084 2000.000000
 36.000000 0.904981 5.062716 4.052668 2000.000000
 37.000000 0.956479 4.643124 4.147270 2000.000000
 38.000000 0.951831 5.169290 4.144830 2000.000000
 39.000000 0.973934 3.037028 4.149991 2000.000000
 40.000000 0.942330 6.113490 4.151255 2000.000000
 41.000000 0.853181 2.313144 4.317562 2000.000000
 42.000000 0.890742 4.660333 4.283528 2000.000000
 43.000000 0.897783 5.168593 4.345536 2000.000000
 44.000000 0.925476 7.114245 4.522681 2500.000000
 45.000000 0.898351 5.408505 4.763211 2500.000000
 46.000000 0.944527 6.813397 4.919274 2500.000000
 47.000000 0.937459 7.475498 4.991346 2500.000000
 48.000000 0.950227 6.096661 5.194162 2500.000000
 49.000000 0.953427 5.652620 5.298591 2500.000000
 50.000000 0.944595 6.805600 5.306217 2500.000000
 51.000000 0.964952 4.403748 5.445300 2500.000000
 52.000000 0.945323 7.226413 5.441674 2500.000000
 53.000000 0.968548 3.950725 5.531466 3000.000000
 54.000000 0.951566 6.387698 5.550360 3000.000000
 55.000000 0.985548 2.729911 5.621607 3000.000000
 56.000000 0.963443 5.052341 5.602985 3000.000000
 57.000000 0.986963 2.643281 5.582643 3000.000000
 58.000000 0.974094 3.654877 5.556867 3000.000000
 59.000000 0.991039 2.404841 5.626364 3000.000000
 60.000000 0.981348 3.014316 5.587518 3000.000000
 61.000000 0.976917 4.098448 5.639935 3000.000000
 62.000000 0.921139 8.158645 5.876809 3000.000000
 63.000000 0.919331 8.032877 6.027844 3000.000000
 64.000000 0.916696 7.824550 6.368131 3000.000000
 65.000000 0.929835 8.525193 6.672946 3500.000000
 66.000000 0.970768 4.676727 6.771319 3500.000000
 67.000000 0.972114 4.538818 6.841244 3500.000000
 68.000000 0.993885 2.849556 6.770032 3500.000000
 69.000000 0.912814 7.480906 6.976067 3500.000000
 70.000000 0.974208 4.336545 7.086719 3500.000000
 71.000000 0.864242 3.239257 7.179699 3500.000000
 72.000000 0.937255 8.553180 7.329475 3500.000000
 73.000000 0.893594 5.586473 7.508165 4000.000000
 74.000000 0.890392 5.297422 7.522243 4000.000000
 75.000000 0.972518 5.143940 7.633526 4000.000000
 76.000000 0.972884 5.109042 7.784204 4000.000000
 77.000000 0.975688 4.849776 7.835403 4000.000000
 78.000000 0.982063 4.299240 7.821892 4000.000000
 79.000000 0.958187 6.730744 7.823483 4000.000000
 80.000000 0.953892 7.239208 7.815181 4000.000000
 81.000000 0.897564 5.972523 8.047570 4000.000000
 82.000000 0.865223 3.315122 7.994312 4000.000000
 83.000000 0.912627 7.526651 8.005422 4000.000000
 84.000000 0.894699 5.695429 8.078996 4000.000000
 85.000000 0.926312 8.654294 8.203519 4000.000000
 86.000000 0.931471 8.864890 8.383286 4000.000000
 87.000000 0.926119 8.643494 8.615681 4500.000000
 88.000000 1.002939 2.360956 8.678501 4500.000000
 89.000000 0.951780 7.957968 8.705853 4500.000000
 90.000000 0.997191 2.966323 8.737325 4500.000000
 91.000000 0.945223 8.576835 8.803854 4500.000000
 92.000000 0.886503 4.966122 8.934793 4500.000000
 93.000000 0.945242 8.575576 8.981596 4500.000000
 94.000000 0.925330 8.597335 9.169021 4500.000000
 95.000000 0.993075 4.124393 9.262421 4500.000000
 96.000000 0.979042 5.268137 9.240681 4500.000000
 97.000000 0.917951 8.036482 9.324369 4500.000000
 98.000000 0.900513 6.268227 9.332875 4500.000000
 99.000000 0.989210 4.470484 9.417413 4500.000000
 100.000000 0.912559 7.519866 9.560670 5000.000000
 101.000000 0.892382 5.479728 9.558613 5000.000000
 102.000000 0.901231 6.341523 9.569042 5000.000000
 103.000000 0.872375 3.860316 9.536659 5000.000000
 104.000000 0.930229 8.839721 9.646528 5000.000000
 105.000000 0.931213 8.870916 9.886105 5000.000000
 106.000000 0.882772 4.660371 9.983525 5000.000000
 107.000000 0.881480 4.558564 9.992504 5000.000000
 108.000000 0.908969 7.149752 10.037249 5000.000000
 109.000000 0.982505 5.607318 10.160022 5000.000000
 110.000000 1.002606 3.622521 10.109922 5000.000000
 111.000000 0.939736 8.884262 10.149528 5000.000000
 112.000000 0.901265 6.345001 10.224074 5000.000000
 113.000000 0.895211 5.744112 10.224033 5000.000000
 114.000000 0.912273 7.490992 10.234170 5000.000000
 115.000000 0.959904 7.408032 10.331049 5000.000000
 116.000000 0.901410 6.359915 10.414410 5000.000000
 117.000000 0.961213 7.290742 10.531006 5500.000000
 118.000000 0.951803 8.150790 10.618488 5500.000000
 119.000000 0.952884 8.055712 10.680672 5500.000000
 120.000000 0.956718 7.702013 10.733508 5500.000000
 121.000000 0.938744 8.907131 10.928624 5500.000000
 122.000000 0.888635 5.164760 10.982073 5500.000000
 123.000000 0.993707 5.326377 11.042963 5500.000000
 124.000000 0.947628 8.857488 11.059214 5500.000000
 125.000000 0.905232 6.858843 11.094212 5500.000000
 126.000000 0.946446 8.948277 11.249285 5500.000000
 127.000000 0.985119 5.931316 11.264631 5500.000000
 128.000000 0.984614 5.958208 11.311756 5500.000000
 129.000000 0.958130 7.826833 11.307252 5500.000000
 130.000000 0.841115 1.425811 11.386629 5500.000000
